trial,fold,run_name,map50,map50_95,precision,recall,fitness
15,2,train_folds_1_2_valid_folds_0,0.6422959567740099,0.36875601154506604,0.7047174857907444,0.552957985307712,0.36875601154506604
16,0,train_folds_0_1_valid_folds_2,0.6926938916537009,0.3900681175268098,0.7548388237774083,0.5840092699884125,0.3900681175268098
16,1,train_folds_0_2_valid_folds_1,0.5870881817078666,0.33273398765588663,0.6212953367165663,0.5408052230685527,0.33273398765588663
16,2,train_folds_1_2_valid_folds_0,0.6546093799269801,0.37926552752650455,0.7122382630102885,0.571584699453552,0.37926552752650455
17,0,train_folds_0_1_valid_folds_2,0.6875161015040664,0.3956625598990387,0.7093381626476291,0.6257242178447276,0.3956625598990387
17,1,train_folds_0_2_valid_folds_1,0.5850436695656376,0.3417019305326885,0.6455231340919498,0.5114254624591947,0.3417019305326885
17,2,train_folds_1_2_valid_folds_0,0.6734303180386981,0.39693521927758013,0.7536055032954065,0.5726775956284152,0.39693521927758013
18,0,train_folds_0_1_valid_folds_2,0.6944179763804952,0.3956480956880884,0.7790850972297998,0.6047987311023233,0.3956480956880884
18,1,train_folds_0_2_valid_folds_1,0.6078064511364298,0.3561180971016886,0.6652236509040681,0.5362277402538557,0.3561180971016886
18,2,train_folds_1_2_valid_folds_0,0.6707425992115186,0.39687607943982933,0.7125547054836704,0.5797702985316828,0.39687607943982933
19,0,train_folds_0_1_valid_folds_2,0.6352385143116197,0.34949924870101523,0.6912522234732871,0.5492468134414832,0.34949924870101523
19,1,train_folds_0_2_valid_folds_1,0.5870488547687953,0.3194738762566932,0.6695332688778243,0.499455930359086,0.3194738762566932
19,2,train_folds_1_2_valid_folds_0,0.627192448220786,0.3537557070012832,0.6957730638061901,0.5595628415300546,0.3537557070012832
20,0,train_folds_0_1_valid_folds_2,0.6601216766685938,0.37175164491238394,0.6791143722785867,0.5738493998053674,0.37175164491238394
20,1,train_folds_0_2_valid_folds_1,0.5681552649868589,0.31839304383603795,0.6030984309883545,0.5092491838955386,0.31839304383603795
20,2,train_folds_1_2_valid_folds_0,0.6405547822276388,0.3703154766326406,0.6780164719573514,0.5836065573770491,0.3703154766326406
21,0,train_folds_0_1_valid_folds_2,0.6739526502654213,0.3871540516693675,0.7274191179756383,0.5863267670915412,0.3871540516693675
21,1,train_folds_0_2_valid_folds_1,0.6151118318852206,0.3490371985168066,0.7165335477584474,0.5171034472993125,0.3490371985168066
21,2,train_folds_1_2_valid_folds_0,0.6578567138839858,0.3837222382994633,0.6933708349497824,0.575820410574509,0.3837222382994633
22,0,train_folds_0_1_valid_folds_2,0.6836433524131673,0.39103383779412393,0.7563669149839349,0.575580021891339,0.39103383779412393
22,1,train_folds_0_2_valid_folds_1,0.6171510299803556,0.357467954730626,0.69730230683289,0.5339202096547037,0.357467954730626
22,2,train_folds_1_2_valid_folds_0,0.6628815829419986,0.3832971202032992,0.7139663447863627,0.5646900087701545,0.3832971202032992
23,0,train_folds_0_1_valid_folds_2,0.70523095733209,0.40299678321970267,0.8147279304770735,0.574739281575898,0.40299678321970267
23,1,train_folds_0_2_valid_folds_1,0.6098612873796989,0.3564562713924326,0.6611326991520167,0.5413572198725143,0.3564562713924326
23,2,train_folds_1_2_valid_folds_0,0.6833251259122864,0.3934250683202415,0.7239879448288723,0.5846994535519126,0.3934250683202415
24,0,train_folds_0_1_valid_folds_2,0.684059101347742,0.3803096441747068,0.7830611329563604,0.5646529109256031,0.3803096441747068
24,1,train_folds_0_2_valid_folds_1,0.6243968741271524,0.3485764628047935,0.6836301080046747,0.5431535997368424,0.3485764628047935
24,2,train_folds_1_2_valid_folds_0,0.6649169588365426,0.39503539125319015,0.7197464568888042,0.5770491803278689,0.39503539125319015
25,0,train_folds_0_1_valid_folds_2,0.6840779510086362,0.39536483798297517,0.75533383591681,0.5616350224306965,0.39536483798297517
25,1,train_folds_0_2_valid_folds_1,0.6001135258502124,0.3383901562061248,0.7143793951388289,0.514689880304679,0.3383901562061248
25,2,train_folds_1_2_valid_folds_0,0.656823604206346,0.37914729725119833,0.7016451060301709,0.5595628415300546,0.37914729725119833
26,0,train_folds_0_1_valid_folds_2,0.7011079550315553,0.3951212984958281,0.7711882792711573,0.6002317497103129,0.3951212984958281
26,1,train_folds_0_2_valid_folds_1,0.6041494118507449,0.350739822044308,0.6919980909155016,0.5133995406030226,0.350739822044308
26,2,train_folds_1_2_valid_folds_0,0.6833640163451953,0.4081872870570017,0.7505962327669219,0.5595628415300546,0.4081872870570017
27,0,train_folds_0_1_valid_folds_2,0.6786668444634538,0.3765665787285851,0.7086440244402217,0.5921205098493627,0.3765665787285851
27,1,train_folds_0_2_valid_folds_1,0.6060007997774141,0.35045662451640774,0.725700937471602,0.48652450056149726,0.35045662451640774
27,2,train_folds_1_2_valid_folds_0,0.6480706283856271,0.3625107977158534,0.7021836617469709,0.5551912568306011,0.3625107977158534
28,0,train_folds_0_1_valid_folds_2,0.696926112123426,0.39576724254592494,0.7435492372760353,0.594659549468356,0.39576724254592494
28,1,train_folds_0_2_valid_folds_1,0.6003411356779377,0.34433209716654856,0.6692435834340709,0.5174026039096769,0.34433209716654856
28,2,train_folds_1_2_valid_folds_0,0.6793106226819563,0.39417206238780905,0.6859663021996913,0.601597772636024,0.39417206238780905
29,0,train_folds_0_1_valid_folds_2,0.6862794535089888,0.38477578099639187,0.7420364971607255,0.5833034656904877,0.38477578099639187
29,1,train_folds_0_2_valid_folds_1,0.5960617820448321,0.3409384946458768,0.6742100627178023,0.4976621888482607,0.3409384946458768
29,2,train_folds_1_2_valid_folds_0,0.6428718601651529,0.36921068053759626,0.7273781746437996,0.5336172921555435,0.36921068053759626
